3.422912163342935964e+05 4.777708363479495049e+06
3.422782157168605481e+05 4.777719609494659118e+06
3.423545907314916840e+05 4.777686690010458231e+06
3.423293789643431664e+05 4.777752671567500569e+06
3.423605667458042153e+05 4.777749803438861854e+06
3.423286234383938718e+05 4.777758233755520545e+06
3.422921102028324385e+05 4.777680539965643547e+06
3.423084001501134480e+05 4.777715347229405306e+06
3.423141297988953302e+05 4.777710206223327667e+06
3.423631288104497944e+05 4.777739211742747575e+06
3.423616771706063300e+05 4.777675336521958001e+06
3.423315747092103702e+05 4.777755557462602854e+06
3.422986577041121200e+05 4.777754426113739610e+06
3.423087721074186848e+05 4.777774424985138699e+06
3.423593398088301765e+05 4.777767298533591442e+06
3.423437207195073715e+05 4.777764740105740726e+06
3.423125203038558247e+05 4.777751368158218451e+06
3.423177895305947168e+05 4.777772078216431662e+06
3.423729655577609083e+05 4.777677045514377765e+06
3.422924716844965005e+05 4.777738123743905686e+06
3.422815934639840270e+05 4.777755441929566674e+06
3.422968649299088283e+05 4.777758021469592117e+06
3.422918521171669126e+05 4.777702369702809490e+06
3.423218499302327400e+05 4.777743188259245828e+06
3.423527956861563143e+05 4.777736645840060897e+06
3.423220390922487131e+05 4.777729765366605483e+06
3.423022520358908805e+05 4.777723227641544305e+06
3.422942833648278611e+05 4.777741083191342652e+06
3.423732935167739633e+05 4.777691814718367532e+06
3.423593043748752680e+05 4.777678822556014173e+06
3.423142335312287323e+05 4.777678084696033970e+06
3.423599475150681101e+05 4.777717610747885890e+06
3.423014475538718398e+05 4.777724469547622837e+06
3.423273803285624017e+05 4.777757717194980942e+06
3.423182861247092369e+05 4.777676338737960905e+06
3.422849519077860750e+05 4.777772453777041286e+06
3.423330844255984994e+05 4.777678391670132056e+06
3.423035510877568740e+05 4.777731407477849163e+06
3.423500956392732915e+05 4.777714946433324367e+06
