3.422929459818373434e+05 4.777758547049066052e+06
3.422799453223920427e+05 4.777769793108726852e+06
3.423563205879068119e+05 4.777736873489562422e+06
3.423311087447133032e+05 4.777802855301403441e+06
3.423622966299222899e+05 4.777799987157991156e+06
3.423303532169256941e+05 4.777808417510733940e+06
3.422938398499406176e+05 4.777730723428966478e+06
3.423101298558725393e+05 4.777765530823504552e+06
3.423158595231474028e+05 4.777760389797111973e+06
3.423648587018180988e+05 4.777789395421157591e+06
3.423634070492797182e+05 4.777725519956881180e+06
3.423333044972642092e+05 4.777805741207243875e+06
3.423003873821545858e+05 4.777804609858110547e+06
3.423105018216792960e+05 4.777824608804556541e+06
3.423610696910028928e+05 4.777817482319610193e+06
3.423454505492313183e+05 4.777814923883918673e+06
3.423142500277939253e+05 4.777801551889221184e+06
3.423195192746657995e+05 4.777822262025788426e+06
3.423746954743234091e+05 4.777727228954433464e+06
3.422942013398876297e+05 4.777788307426848449e+06
3.422833230851933477e+05 4.777805625679909252e+06
3.422985946024091681e+05 4.777808205227898434e+06
3.422935817660962930e+05 4.777752553249437362e+06
3.423235796843066346e+05 4.777793371957898140e+06
3.423545255427188240e+05 4.777786829509952106e+06
3.423237688453044975e+05 4.777779949014030397e+06
3.423039817220967961e+05 4.777773411266461015e+06
3.422960130266298074e+05 4.777791266885352321e+06
3.423750234362460906e+05 4.777741998214723542e+06
3.423610342460570391e+05 4.777729006004527211e+06
3.423159632518796716e+05 4.777728268147272058e+06
3.423616773931632051e+05 4.777767794344286434e+06
3.423031772375451983e+05 4.777774653177375905e+06
3.423291101028814446e+05 4.777807900948377326e+06
3.423200158586726175e+05 4.777726522182039917e+06
3.422866815422959626e+05 4.777822637591866776e+06
3.423348142092088237e+05 4.777728575120223686e+06
3.423052807793040993e+05 4.777781591133809648e+06
3.423518254841567832e+05 4.777765130020772107e+06
