342335.69542451313 4777759.354694403 6371000.083465349
342306.33770696004 4777800.527584484 6371000.843596581
342342.5397001469 4777737.801448842 6371008.514729953
342334.20897920633 4777752.131970737 6371002.572837907
342373.43258249346 4777782.9864068115 6371006.264778466
342369.71575528244 4777746.6415944705 6371006.306293758
342363.4853033537 4777724.591702434 6371004.960059014
342341.5731059497 4777720.9243124975 6371009.182836227
342331.0403974431 4777802.60842233 6371008.517891462
342335.85721573443 4777763.372244628 6371004.037062062
342346.32364570786 4777744.580369312 6371002.389314775
342291.05311720056 4777740.363479495 6371005.4184823455
342278.0525059667 4777751.609494659 6371000.550520975
342354.4274841794 4777718.690010458 6371002.766752425
342329.2157290528 4777784.671567501 6371004.462662099
342360.40349564236 4777781.803438862 6371004.26562463
342328.46020346374 4777790.233755521 6371002.675618865
342291.94698531314 4777712.539965644 6371001.032911824
342308.2369248265 4777747.347229405 6371001.303604851
342313.9665708763 4777742.206223328 6371009.724931769
342362.9655590662 4777771.211742748 6371000.423834801
342361.51391991496 4777707.336521958 6371005.347219641
342331.41147287295 4777787.557462603 6371005.661907915
342298.49448347074 4777786.42611374 6371005.715945015
342308.6088819544 4777806.424985139 6371000.123961099
342359.17655925336 4777799.298533591 6371005.528996964
342343.5574773783 4777796.740105741 6371003.93870471
342312.35707660427 4777783.368158218 6371003.696283833
342317.62630083057 4777804.078216432 6371005.768622835
342372.80230168684 4777709.045514378 6371000.675273723
342292.30846680485 4777770.123743906 6371007.363129526
342281.4302514795 4777787.441929567 6371008.91544675
342296.70171012235 4777790.021469592 6371009.537946073
342291.6888997707 4777734.3697028095 6371009.633000482
342321.6866985325 4777775.188259246 6371000.731247326
342352.63243969996 4777768.645840061 6371000.981828988
342321.87586045824 4777761.7653666055 6371000.672535302
342302.0888135356 4777755.227641544 6371006.185327406
342294.12014627235 4777773.083191343 6371002.7325193
342373.1302605435 4777723.8147183675 6371007.242484645
342359.14112531533 4777710.822556014 6371009.1910049375
342314.07030316023 4777710.084696034 6371006.937534979
342359.7842652015 4777749.610747886 6371001.56097916
342301.2843319002 4777756.469547623 6371008.458509415
342327.21709422505 4777789.717194981 6371003.3524289075
342318.1228947083 4777708.338737961 6371001.168572855
342284.78869368014 4777804.453777041 6371005.632761033
342332.9211885412 4777710.391670132 6371009.397662129
342303.3878647822 4777763.407477849 6371009.832818288
342349.9323941044 4777746.946433324 6371000.875813973
