342298.4392095031 4777535.312657121 6371000.083465349
342269.082130349 4777576.485561934 6371000.843596581
342305.2831913092 4777513.759439655 6371008.514729953
342296.952683646 4777528.08995878 6371002.572837907
342336.17647527845 4777558.944148431 6371006.264778466
342332.45922486135 4777522.599447569 6371006.306293758
342326.228535028 4777500.549639925 6371004.960059014
342304.316397012 4777496.882351936 6371009.182836227
342293.7847290429 4777578.5662904335 6371008.517891462
342298.60104868026 4777539.330196058 6371004.037062062
342309.0672011515 4777520.538326303 6371002.389314775
342253.7968834556 4777516.321680264 6371005.4184823455
342240.7964702017 4777527.567720403 6371000.550520975
342317.1706872105 4777494.648001663 6371002.766752425
342291.95985177247 4777560.629490633 6371004.462662099
342323.14743581135 4777557.761238398 6371004.26562463
342291.20439721673 4777566.191667143 6371002.675618865
342254.69040994335 4777488.498236224 6371001.032911824
342270.98069432774 4777523.3053393895 6371001.303604851
342276.71025088 4777518.16432278 6371009.724931769
342325.709358635 4777547.169559445 6371000.423834801
342324.2569516527 4777483.294513279 6371005.347219641
342294.1556201874 4777563.515368882 6371005.661907915
342261.23877302057 4777562.384161432 6371005.715945015
342271.35336609813 4777582.382937461 6371000.123961099
342321.92071742064 4777575.256292141 6371005.528996964
342306.30167851207 4777572.69793671 6371003.93870471
342275.10126339283 4777559.326155692 6371003.696283833
342280.3707137995 4777580.036137045 6371005.768622835
342335.54530063784 4777485.003453642 6371000.675273723
342255.05258798134 4777546.081860709 6371007.363129526
342244.17463419295 4777563.400046333 6371008.91544675
342259.446051763 4777565.979515321 6371009.537946073
342254.43259033293 4777510.327916752 6371009.633000482
342284.43074191967 4777551.146239087 6371000.731247326
342315.37625711213 4777544.603706996 6371000.981828988
342284.6197401703 4777537.723381105 6371000.672535302
342264.8327077343 4777531.185756574 6371006.185327406
342256.86429475044 4777549.041292701 6371002.7325193
342335.8734370751 4777499.772617297 6371007.242484645
342321.88421058276 4777486.78054813 6371009.1910049375
342276.8135931413 4777486.042879929 6371006.937534979
342322.52781785943 4777525.5686349515 6371001.56097916
342264.02824497095 4777532.427662756 6371008.458509415
342289.9612876035 4777565.675113195 6371003.3524289075
342280.86614430416 4777484.296909401 6371001.168572855
342247.5332667612 4777580.411834706 6371005.632761033
342295.66439287947 4777486.349773819 6371009.397662129
342266.1318520167 4777539.3655657945 6371009.832818288
342312.67596113903 4777522.904368883 6371000.875813973
