342335.69542451313 4777759.354694403 6371000.083465349
342306.33770696004 4777800.527584484 6371000.843596581
342342.5397001469 4777737.801448842 6371008.514729953
342334.20897920633 4777752.131970737 6371002.572837907
342373.43258249346 4777782.9864068115 6371006.264778466
342369.71575528244 4777746.6415944705 6371006.306293758
342363.4853033537 4777724.591702434 6371004.960059014
342341.5731059497 4777720.9243124975 6371009.182836227
342331.0403974431 4777802.60842233 6371008.517891462
342335.85721573443 4777763.372244628 6371004.037062062
342346.32364570786 4777744.580369312 6371002.389314775
